Manufacturer, Model Number, Description, Power Output (STC), Type of panel, Length of short side, Length of long side
Topsun, TS-S394VA1, "394W Monocrystalline Module", 394, "Flat Plate", 1.308, 1.96
Topsun, TS-M395JA1, "395 W Polycrystalline Module", 395, "Flat Plate", 1.308, 1.96
Topsun, TS-M395NA1, "395 W Polycrystalline Module", 395, "Flat Plate", 1.308, 1.96
Topsun, TS-S395, "395 W Monocrystalline Module", 395, "Flat Plate", 1.308, 1.96
Topsun, TS-S395SA1, "395 W Monocrystalline Module", 395, "Flat Plate", 1.308, 1.96
Topsun, TS-S395SA1K, "395 W Monocrystalline Module", 395, "Flat Plate", 1.308, 1.96
Topsun, TS-S395TA1, "395 W Monocrystalline Module", 395, "Flat Plate", 1.308, 1.96
Topsun, TS-S395VA1, "395 W Monocrystalline Module", 395, "Flat Plate", 1.308, 1.96
Topsun, TS-M396JA1, "396W Polycrystalline Module", 396, "Flat Plate", 1.308, 1.96
Topsun, TS-M396NA1, "396W Polycrystalline Module", 396, "Flat Plate", 1.308, 1.96
Topsun, TS-S396, "396W Monocrystalline Module", 396, "Flat Plate", 1.308, 1.96
Topsun, TS-S396SA1, "396W Monocrystalline Module", 396, "Flat Plate", 1.308, 1.96
Topsun, TS-S396SA1K, "396W Monocrystalline Module", 396, "Flat Plate", 1.308, 1.96
Topsun, TS-S396TA1, "396W Monocrystalline Module", 396, "Flat Plate", 1.308, 1.96
Topsun, TS-S396VA1, "396W Monocrystalline Module", 396, "Flat Plate", 1.308, 1.96
Topsun, TS-M397JA1, "397W Polycrystalline Module", 397, "Flat Plate", 1.308, 1.96
Topsun, TS-M397NA1, "397W Polycrystalline Module", 397, "Flat Plate", 1.308, 1.96
Topsun, TS-S397, "397W Monocrystalline Module", 397, "Flat Plate", 1.308, 1.96
Topsun, TS-S397SA1, "397W Monocrystalline Module", 397, "Flat Plate", 1.308, 1.96
Topsun, TS-S397SA1K, "397W Monocrystalline Module", 397, "Flat Plate", 1.308, 1.96
Topsun, TS-S397TA1, "397W Monocrystalline Module", 397, "Flat Plate", 1.308, 1.96
Topsun, TS-S397VA1, "397W Monocrystalline Module", 397, "Flat Plate", 1.308, 1.96
Topsun, TS-M398JA1, "398W Polycrystalline Module", 398, "Flat Plate", 1.308, 1.96
Topsun, TS-M398NA1, "398W Polycrystalline Module", 398, "Flat Plate", 1.308, 1.96
Topsun, TS-S398, "398W Monocrystalline Module", 398, "Flat Plate", 1.308, 1.96
Topsun, TS-S398SA1, "398W Monocrystalline Module", 398, "Flat Plate", 1.308, 1.96
Topsun, TS-S398SA1K, "398W Monocrystalline Module", 398, "Flat Plate", 1.308, 1.96
Topsun, TS-S398TA1, "398W Monocrystalline Module", 398, "Flat Plate", 1.308, 1.96
Topsun, TS-S398VA1, "398W Monocrystalline Module", 398, "Flat Plate", 1.308, 1.96
Topsun, TS-M399JA1, "399W Polycrystalline Module", 399, "Flat Plate", 1.308, 1.96
Topsun, TS-M399NA1, "399W Polycrystalline Module", 399, "Flat Plate", 1.308, 1.96
Topsun, TS-S399, "399W Monocrystalline Module", 399, "Flat Plate", 1.308, 1.96
Topsun, TS-S399SA1, "399W Monocrystalline Module", 399, "Flat Plate", 1.308, 1.96
Topsun, TS-S399SA1K, "399W Monocrystalline Module", 399, "Flat Plate", 1.308, 1.96
Topsun, TS-S399TA1, "399W Monocrystalline Module", 399, "Flat Plate", 1.308, 1.96
Topsun, TS-S399VA1, "399W Monocrystalline Module", 399, "Flat Plate", 1.308, 1.96
Topsun, TS-M400JA1, "400 W Polycrystalline Module", 400, "Flat Plate", 1.308, 1.96
Topsun, TS-S400, "400 W Monocrystalline Module", 400, "Flat Plate", 1.308, 1.96
Topsun, TS-S400SA1, "400 W Monocrystalline Module", 400, "Flat Plate", 1.308, 1.96
Topsun, TS-S400SA1K, "400 W Monocrystalline Module", 400, "Flat Plate", 1.308, 1.96
Topsun, TS-S400TA1, "400 W Monocrystalline Module", 400, "Flat Plate", 1.308, 1.96
Topsun, TS-S400VA1, "400 W Monocrystalline Module", 400, "Flat Plate", 1.308, 1.96
Topsun, TS-M401JA1, "401W Polycrystalline Module", 401, "Flat Plate", 1.308, 1.96
Topsun, TS-S401, "401W Monocrystalline Module", 401, "Flat Plate", 1.308, 1.96
Topsun, TS-S401SA1, "401W Monocrystalline Module", 401, "Flat Plate", 1.308, 1.96
Topsun, TS-S401SA1K, "401W Monocrystalline Module", 401, "Flat Plate", 1.308, 1.96
Topsun, TS-S401TA1, "401W Monocrystalline Module", 401, "Flat Plate", 1.308, 1.96
Topsun, TS-S401VA1, "401W Monocrystalline Module", 401, "Flat Plate", 1.308, 1.96
Topsun, TS-M402JA1, "402W Polycrystalline Module", 402, "Flat Plate", 1.308, 1.96
Topsun, TS-S402, "402W Monocrystalline Module", 402, "Flat Plate", 1.308, 1.96
Topsun, TS-S402SA1, "402W Monocrystalline Module", 402, "Flat Plate", 1.308, 1.96
Topsun, TS-S402SA1K, "402W Monocrystalline Module", 402, "Flat Plate", 1.308, 1.96
Topsun, TS-S402TA1, "402W Monocrystalline Module", 402, "Flat Plate", 1.308, 1.96
Topsun, TS-S402VA1, "402W Monocrystalline Module", 402, "Flat Plate", 1.308, 1.96
Topsun, TS-M403JA1, "403W Polycrystalline Module", 403, "Flat Plate", 1.308, 1.96
Topsun, TS-S403, "403W Monocrystalline Module", 403, "Flat Plate", 1.308, 1.96
Topsun, TS-S403SA1, "403W Monocrystalline Module", 403, "Flat Plate", 1.308, 1.96
Topsun, TS-S403SA1K, "403W Monocrystalline Module", 403, "Flat Plate", 1.308, 1.96
Topsun, TS-S403TA1, "403W Monocrystalline Module", 403, "Flat Plate", 1.308, 1.96
Topsun, TS-S403VA1, "403W Monocrystalline Module", 403, "Flat Plate", 1.308, 1.96
Topsun, TS-M404JA1, "404W Polycrystalline Module", 404, "Flat Plate", 1.308, 1.96
Topsun, TS-S404, "404W Monocrystalline Module", 404, "Flat Plate", 1.308, 1.96
Topsun, TS-S404SA1, "404W Monocrystalline Module", 404, "Flat Plate", 1.308, 1.96
Topsun, TS-S404SA1K, "404W Monocrystalline Module", 404, "Flat Plate", 1.308, 1.96
Topsun, TS-S404TA1, "404W Monocrystalline Module", 404, "Flat Plate", 1.308, 1.96
Topsun, TS-S404VA1, "404W Monocrystalline Module", 404, "Flat Plate", 1.308, 1.96
Topsun, TS-M405JA1, "405 W Polycrystalline Module", 405, "Flat Plate", 1.308, 1.96
Topsun, TS-S405, "405 W Monocrystalline Module", 405, "Flat Plate", 1.308, 1.96
Topsun, TS-S405SA1, "405 W Monocrystalline Module", 405, "Flat Plate", 1.308, 1.96
Topsun, TS-S405SA1K, "405 W Monocrystalline Module", 405, "Flat Plate", 1.308, 1.96
Topsun, TS-S405TA1, "405 W Monocrystalline Module", 405, "Flat Plate", 1.308, 1.96
Topsun, TS-S405VA1, "405 W Monocrystalline Module", 405, "Flat Plate", 1.308, 1.96
Topsun, TS-M406JA1, "406W Polycrystalline Module", 406, "Flat Plate", 1.308, 1.96
Topsun, TS-S406, "406W Monocrystalline Module", 406, "Flat Plate", 1.308, 1.96
Topsun, TS-S406SA1, "406W Monocrystalline Module", 406, "Flat Plate", 1.308, 1.96
Topsun, TS-S406SA1K, "406W Monocrystalline Module", 406, "Flat Plate", 1.308, 1.96
Topsun, TS-S406TA1, "406W Monocrystalline Module", 406, "Flat Plate", 1.308, 1.96
Topsun, TS-S406VA1, "406W Monocrystalline Module", 406, "Flat Plate", 1.308, 1.96
Topsun, TS-M407JA1, "407W Polycrystalline Module", 407, "Flat Plate", 1.308, 1.96
Topsun, TS-S407, "407W Monocrystalline Module", 407, "Flat Plate", 1.308, 1.96
Topsun, TS-S407SA1, "407W Monocrystalline Module", 407, "Flat Plate", 1.308, 1.96
Topsun, TS-S407SA1K, "407W Monocrystalline Module", 407, "Flat Plate", 1.308, 1.96
Topsun, TS-S407TA1, "407W Monocrystalline Module", 407, "Flat Plate", 1.308, 1.96
Topsun, TS-S407VA1, "407W Monocrystalline Module", 407, "Flat Plate", 1.308, 1.96
Topsun, TS-M408JA1, "408W Polycrystalline Module", 408, "Flat Plate", 1.308, 1.96
Topsun, TS-S408, "408W Monocrystalline Module", 408, "Flat Plate", 1.308, 1.96
Topsun, TS-S408SA1, "408W Monocrystalline Module", 408, "Flat Plate", 1.308, 1.96
Topsun, TS-S408SA1K, "408W Monocrystalline Module", 408, "Flat Plate", 1.308, 1.96
Topsun, TS-S408TA1, "408W Monocrystalline Module", 408, "Flat Plate", 1.308, 1.96
Topsun, TS-S408VA1, "408W Monocrystalline Module", 408, "Flat Plate", 1.308, 1.96
Topsun, TS-M409JA1, "409W Polycrystalline Module", 409, "Flat Plate", 1.308, 1.96
Topsun, TS-S409, "409W Monocrystalline Module", 409, "Flat Plate", 1.308, 1.96
Topsun, TS-S409SA1, "409W Monocrystalline Module", 409, "Flat Plate", 1.308, 1.96
Topsun, TS-S409SA1K, "409W Monocrystalline Module", 409, "Flat Plate", 1.308, 1.96
Topsun, TS-S409TA1, "409W Monocrystalline Module", 409, "Flat Plate", 1.308, 1.96
Topsun, TS-S409VA1, "409W Monocrystalline Module", 409, "Flat Plate", 1.308, 1.96
Topsun, TS-M410JA1, "410 W Polycrystalline Module", 410, "Flat Plate", 1.308, 1.96
Topsun, TS-S410, "410 W Monocrystalline Module", 410, "Flat Plate", 1.308, 1.96
Topsun, TS-S410SA1, "410 W Monocrystalline Module", 410, "Flat Plate", 1.308, 1.96
Topsun, TS-S410SA1K, "410 W Monocrystalline Module", 410, "Flat Plate", 1.308, 1.96
Topsun, TS-S410TA1, "410 W Monocrystalline Module", 410, "Flat Plate", 1.308, 1.96
Topsun, TS-S410VA1, "410 W Monocrystalline Module", 410, "Flat Plate", 1.308, 1.96
Topsun, TS-M411JA1, "411W Polycrystalline Module", 411, "Flat Plate", 1.308, 1.96
Topsun, TS-S411SA1, "411W Monocrystalline Module", 411, "Flat Plate", 1.308, 1.96
Topsun, TS-S411SA1K, "411W Monocrystalline Module", 411, "Flat Plate", 1.308, 1.96
Topsun, TS-S411TA1, "411W Monocrystalline Module", 411, "Flat Plate", 1.308, 1.96
Topsun, TS-S411VA1, "411W Monocrystalline Module", 411, "Flat Plate", 1.308, 1.96
Topsun, TS-M412JA1, "412W Polycrystalline Module", 412, "Flat Plate", 1.308, 1.96
Topsun, TS-S412SA1, "412W Monocrystalline Module", 412, "Flat Plate", 1.308, 1.96
Topsun, TS-S412SA1K, "412W Monocrystalline Module", 412, "Flat Plate", 1.308, 1.96
Topsun, TS-S412TA1, "412W Monocrystalline Module", 412, "Flat Plate", 1.308, 1.96
Topsun, TS-S412VA1, "412W Monocrystalline Module", 412, "Flat Plate", 1.308, 1.96
Topsun, TS-M413JA1, "413W Polycrystalline Module", 413, "Flat Plate", 1.308, 1.96
Topsun, TS-S413SA1, "413W Monocrystalline Module", 413, "Flat Plate", 1.308, 1.96
Topsun, TS-S413SA1K, "413W Monocrystalline Module", 413, "Flat Plate", 1.308, 1.96
Topsun, TS-S413TA1, "413W Monocrystalline Module", 413, "Flat Plate", 1.308, 1.96
Topsun, TS-S413VA1, "413W Monocrystalline Module", 413, "Flat Plate", 1.308, 1.96
Topsun, TS-M414JA1, "414W Polycrystalline Module", 414, "Flat Plate", 1.308, 1.96
Topsun, TS-S414SA1, "414W Monocrystalline Module", 414, "Flat Plate", 1.308, 1.96
Topsun, TS-S414SA1K, "414W Monocrystalline Module", 414, "Flat Plate", 1.308, 1.96
Topsun, TS-S414TA1, "414W Monocrystalline Module", 414, "Flat Plate", 1.308, 1.96
Topsun, TS-S414VA1, "414W Monocrystalline Module", 414, "Flat Plate", 1.308, 1.96
Topsun, TS-M415JA1, "415 W Polycrystalline Module", 415, "Flat Plate", 1.308, 1.96
Topsun, TS-S415SA1, "415 W Monocrystalline Module", 415, "Flat Plate", 1.308, 1.96
Topsun, TS-S415SA1K, "415 W Monocrystalline Module", 415, "Flat Plate", 1.308, 1.96
Topsun, TS-S415TA1, "415 W Monocrystalline Module", 415, "Flat Plate", 1.308, 1.96
Topsun, TS-S415VA1, "415 W Monocrystalline Module", 415, "Flat Plate", 1.308, 1.96
Topsun, TS-M416JA1, "416W Polycrystalline Module", 416, "Flat Plate", 1.308, 1.96
Topsun, TS-S416SA1, "416W Monocrystalline Module", 416, "Flat Plate", 1.308, 1.96
Topsun, TS-S416SA1K, "416W Monocrystalline Module", 416, "Flat Plate", 1.308, 1.96
Topsun, TS-S416TA1, "416W Monocrystalline Module", 416, "Flat Plate", 1.308, 1.96
Topsun, TS-S416VA1, "416W Monocrystalline Module", 416, "Flat Plate", 1.308, 1.96
Topsun, TS-M417JA1, "417W Polycrystalline Module", 417, "Flat Plate", 1.308, 1.96
Topsun, TS-S417SA1, "417W Monocrystalline Module", 417, "Flat Plate", 1.308, 1.96
Topsun, TS-S417SA1K, "417W Monocrystalline Module", 417, "Flat Plate", 1.308, 1.96
Topsun, TS-S417TA1, "417W Monocrystalline Module", 417, "Flat Plate", 1.308, 1.96
Topsun, TS-S417VA1, "417W Monocrystalline Module", 417, "Flat Plate", 1.308, 1.96
Topsun, TS-M418JA1, "418W Polycrystalline Module", 418, "Flat Plate", 1.308, 1.96
Topsun, TS-S418SA1, "418W Monocrystalline Module", 418, "Flat Plate", 1.308, 1.96
Topsun, TS-S418SA1K, "418W Monocrystalline Module", 418, "Flat Plate", 1.308, 1.96
Topsun, TS-S418TA1, "418W Monocrystalline Module", 418, "Flat Plate", 1.308, 1.96
Topsun, TS-S418VA1, "418W Monocrystalline Module", 418, "Flat Plate", 1.308, 1.96
Topsun, TS-M419JA1, "419W Polycrystalline Module", 419, "Flat Plate", 1.308, 1.96
Topsun, TS-S419SA1, "419W Monocrystalline Module", 419, "Flat Plate", 1.308, 1.96
Topsun, TS-S419SA1K, "419W Monocrystalline Module", 419, "Flat Plate", 1.308, 1.96
Topsun, TS-S419TA1, "419W Monocrystalline Module", 419, "Flat Plate", 1.308, 1.96
Topsun, TS-M420JA1, "420 W Polycrystalline Module", 420, "Flat Plate", 1.308, 1.96
Topsun, TS-S420SA1, "420 W Monocrystalline Module", 420, "Flat Plate", 1.308, 1.96
Topsun, TS-S420TA1, "420 W Monocrystalline Module", 420, "Flat Plate", 1.308, 1.96
"Zytech Engineering Technology", ZT170S, "170 W Monocrystalline Module", 170, "Flat Plate", 0.808, 1.58
"Zytech Engineering Technology", ZT175S, "175 W Monocrystalline Module", 175, "Flat Plate", 0.808, 1.58
"Zytech Engineering Technology", ZT180S, "180 W Monocrystalline Module", 180, "Flat Plate", 0.808, 1.58
"Zytech Engineering Technology", ZT185S, "185 W Monocrystalline Module", 185, "Flat Plate", 0.808, 1.58
"Zytech Engineering Technology", ZT190S, "190 W Monocrystalline Module", 190, "Flat Plate", 0.808, 1.58
"Zytech Solar", ZT145P, "145 W Polycrystalline Module", 145, "Flat Plate", 0.676, 1.482
"Zytech Solar", ZT150P, "150 W Polycrystalline Module", 150, "Flat Plate", 0.676, 1.482
"Zytech Solar", ZT155P, "155 W Polycrystalline Module", 155, "Flat Plate", 0.676, 1.482
"Zytech Solar", ZT185P, "185 W Polycrystalline Module", 185, "Flat Plate", 0.99, 1.326
"Zytech Solar", ZT190P, "190 W Polycrystalline Module", 190, "Flat Plate", 0.99, 1.326
"Zytech Solar", ZT195P, "195 W Polycrystalline Module", 195, "Flat Plate", 0.99, 1.326
"Zytech Solar", ZT200P, "200 W Polycrystalline Module", 200, "Flat Plate", 0.99, 1.326
"Zytech Solar", ZT210P, "210 W Polycrystalline Module", 210, "Flat Plate", 0.99, 1.488
"Zytech Solar", ZT215P, "215 W Polycrystalline Module", 215, "Flat Plate", 0.99, 1.488
"Zytech Solar", ZT220P, "220 W Polycrystalline Module", 220, "Flat Plate", 0.99, 1.488
"Zytech Solar", ZT225P, "225 W Polycrystalline Module", 225, "Flat Plate", 0.99, 1.488
"Zytech Solar", ZT230P, "230 W Polycrystalline Module", 230, "Flat Plate", 0.99, 1.488
"Zytech Solar", ZT235P, "235 W Polycrystalline Module", 235, "Flat Plate", 0.99, 1.65
"Zytech Solar", ZT240P, "240 W Polycrystalline Module", 240, "Flat Plate", 0.99, 1.65
"Zytech Solar", ZT245P, "245 W Polycrystalline Module", 245, "Flat Plate", 0.99, 1.65
"Zytech Solar", ZT250P, "250 W Polycrystalline Module", 250, "Flat Plate", 0.99, 1.65
"Zytech Solar", ZT255P, "255 W Polycrystalline Module", 255, "Flat Plate", 0.99, 1.65
"Zytech Solar", ZT260P, "260 W Polycrystalline Module", 260, "Flat Plate", 0.99, 1.65
"Zytech Solar", ZT265P, "265 W Polycrystalline Module", 265, "Flat Plate", 0.99, 1.65
"Zytech Solar", ZT270P, "270 W Polycrystalline Module", 270, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT275P, "275 W Polycrystalline Module", 275, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT280P, "280 W Polycrystalline Module", 280, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT285P, "285 W Polycrystalline Module", 285, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT290P, "290 W Polycrystalline Module", 290, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT295P, "295 W Polycrystalline Module", 295, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT300P, "300 W Polycrystalline Module", 300, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT305P, "305 W Polycrystalline Module", 305, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT310P, "310 W Polycrystalline Module", 310, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT315P, "315 W Polycrystalline Module", 315, "Flat Plate", 0.99, 1.95
"Zytech Solar", ZT320P, "320 W Polycrystalline Module", 320, "Flat Plate", 0.99, 1.95
